Mode 1,Mode 2,FSR_Y_d,FSR_Y_meV,FSR_Y_nm
949.6106877271501,995.4058998143029,2000,60.06764548154092,45.79521208715278
953.8899883174997,990.0837081284761,2500,47.51484904104723,36.193719810976404
958.3732306825882,988.3968324559763,3000,39.29733600723057,30.023601773388123
938.2855102644593,962.6137372423144,3500,33.39563708737228,24.328226977855138
945.0585689357656,966.506516086626,4000,29.113107155712896,21.447947150860387
950.8509781979354,970.046816788781,4500,25.802885525054762,19.195838590845597
955.8834441983062,973.2668001880215,5000,23.166643409077324,17.38335598971537
